col1_1,Unnamed: 0_1,NUMBER_1,ID_PARENT_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO_1,MAGERR_ISO_1,BACKGROUND_1,ISOAREA_IMAGE_1,ISOAREAF_IMAGE_1,XPEAK_IMAGE_1,YPEAK_IMAGE_1,X_IMAGE_1,Y_IMAGE_1,X_IMAGE_DBL_1,Y_IMAGE_DBL_1,X_WORLD_1,Y_WORLD_1,A_IMAGE_1,B_IMAGE_1,THETA_IMAGE_1,ERRA_IMAGE_1,ERRB_IMAGE_1,ERRTHETA_IMAGE_1,XWIN_IMAGE_1,YWIN_IMAGE_1,XWIN_WORLD_1,YWIN_WORLD_1,X2WIN_IMAGE_1,Y2WIN_IMAGE_1,X2WIN_WORLD_1,Y2WIN_WORLD_1,AWIN_IMAGE_1,BWIN_IMAGE_1,THETAWIN_IMAGE_1,AWIN_WORLD_1,BWIN_WORLD_1,THETAWIN_WORLD_1,MU_THRESHOLD_1,FLAGS_1,FWHM_IMAGE_1,ELONGATION_1,ELLIPTICITY_1,CLASS_STAR_1,SUBDIV_NUMBER_1,col1_2,Unnamed: 0_2,NUMBER_2,ID_PARENT_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO_2,MAGERR_ISO_2,BACKGROUND_2,ISOAREA_IMAGE_2,ISOAREAF_IMAGE_2,XPEAK_IMAGE_2,YPEAK_IMAGE_2,X_IMAGE_2,Y_IMAGE_2,X_IMAGE_DBL_2,Y_IMAGE_DBL_2,X_WORLD_2,Y_WORLD_2,A_IMAGE_2,B_IMAGE_2,THETA_IMAGE_2,ERRA_IMAGE_2,ERRB_IMAGE_2,ERRTHETA_IMAGE_2,XWIN_IMAGE_2,YWIN_IMAGE_2,XWIN_WORLD_2,YWIN_WORLD_2,X2WIN_IMAGE_2,Y2WIN_IMAGE_2,X2WIN_WORLD_2,Y2WIN_WORLD_2,AWIN_IMAGE_2,BWIN_IMAGE_2,THETAWIN_IMAGE_2,AWIN_WORLD_2,BWIN_WORLD_2,THETAWIN_WORLD_2,MU_THRESHOLD_2,FLAGS_2,FWHM_IMAGE_2,ELONGATION_2,ELLIPTICITY_2,CLASS_STAR_2,SUBDIV_NUMBER_2,GroupID,GroupSize,Separation
7179,7179,7_234,7_530,2349.267,19.46571,17.9782,0.009,-6.051384E-6,5.0,5.0,399.0,841.0,399.0245,840.6862,399.0245,840.6862,142.48255213134777,27.7496627996165,0.464,0.25,89.65,0.00384,0.00207,89.65,399.0245,840.6862,142.48255213134777,27.7496627996165,0.090214977718,0.12865988701,0.090214977718,0.12865988701,0.359,0.3,89.97,0.3586919,0.3003581,89.97,37.8821,0.0,0.99,1.856,0.461,1.0,7.0,512,512,7_18,7_47,2181.498,41.48554,18.0587,0.0207,187.8109,26.0,29.0,399.0,841.0,399.0787,841.0701,399.0787,841.0701,142.4825362050874,27.749554682399303,1.308,1.099,76.4,0.03239,0.02617,79.82,399.0787,841.0701,142.4825362050874,27.749554682399303,0.51264195381,0.60109490796,0.51264195381,0.60109490796,0.777,0.714,79.83,0.7771968,0.7139341,79.83,23.3438,0.0,2.41,1.189,0.159,0.973,7.0,,,0.3877071704263857
7196,7196,7_251,7_513,6095.397,31.35488,16.9431,0.0056,1.139813E-5,4.0,4.0,182.0,821.0,182.2643,820.7103,182.2643,820.7103,142.55139182877002,27.755908299102067,0.455,0.439,71.56,0.00234,0.00226,71.56,182.2643,820.7103,142.55139182877002,27.755908299102067,0.091261884285,0.10483788366,0.091261884285,0.10483788366,0.324,0.302,85.83,0.323899,0.3019755,85.83,48.7953,0.0,0.94,1.036,0.035,1.0,7.0,514,514,7_20,7_45,5852.541,56.79242,16.9872,0.0105,187.4898,40.0,49.0,182.0,821.0,182.3505,821.0757,182.3505,821.0757,142.55136559964714,27.75580530461384,1.451,1.289,76.93,0.01912,0.01702,76.55,182.3505,821.0757,142.55136559964714,27.75580530461384,0.53320351338,0.60820670178,0.53320351338,0.60820670178,0.782,0.728,79.42,0.7816132,0.7283481,79.42,23.3444,0.0,2.44,1.125,0.111,0.978,7.0,,,0.37542988692966317
7208,7208,7_263,7_501,20050.04,56.86719,15.6503,0.0031,1.341356E-5,6.0,6.0,422.0,812.0,421.9085,812.2302,421.9085,812.2302,142.4751812801298,27.75759608827013,0.421,0.305,-87.96,0.00119,8.7E-4,-87.96,421.9085,812.2302,142.4751812801298,27.75759608827013,0.089462557799,0.10380633833,0.089462557799,0.10380633833,0.322,0.299,90.0,0.3221899,0.2991029,90.0,39.4656,0.0,0.86,1.38,0.276,1.0,7.0,515,515,7_21,7_44,20055.6,82.51247,15.65,0.0045,188.3624,70.0,76.0,422.0,812.0,421.984,812.6765,421.984,812.6765,142.4751588024638,27.75747035987377,1.576,1.396,75.6,0.00917,0.00798,78.64,421.984,812.6765,142.4751588024638,27.75747035987377,0.55451057297,0.62810692018,0.55451057297,0.62810692018,0.796,0.741,75.66,0.7957718,0.7411914,75.66,23.3827,0.0,2.48,1.129,0.114,0.983,7.0,,,0.45264107193233616
7245,7245,7_300,7_465,50102.63,89.89478,14.6559,0.0019,-1.892476E-4,5.0,5.0,363.0,787.0,363.3563,786.8616999999999,363.3563,786.8616999999999,142.49370865766605,27.76490462759223,0.48,0.348,6.76,8.6E-4,6.2E-4,6.76,363.3563,786.8616999999999,142.49370865766605,27.76490462759223,0.1663928486,0.10541875509,0.1663928486,0.10541875509,0.408,0.325,0.7,0.4079239,0.3246686,0.7,35.9757,0.0,1.01,1.382,0.276,1.0,7.0,516,516,7_22,7_43,51264.36,115.6232,14.631,0.0024,187.9737,104.0,108.0,363.0,787.0,363.4708,787.298,363.4708,787.298,142.4936737252953,27.764781600198184,1.664,1.46,72.86,0.00528,0.00471,70.39,363.4708,787.298,142.4936737252953,27.764781600198184,0.55582868482,0.62704716697,0.55582868482,0.62704716697,0.796,0.741,73.19,0.7963649,0.7407286,73.19,23.3641,0.0,2.83,1.139,0.122,0.992,7.0,,,0.45107420675546195
7273,7273,7_328,7_437,87416.7,118.7412,14.0516,0.0015,-4.095313E-4,6.0,6.0,414.0,779.0,413.8518,778.7803,413.8518,778.7803,142.4776284363886,27.76702649328957,0.416,0.357,-88.38,5.6E-4,4.8E-4,-88.38,413.8518,778.7803,142.4776284363886,27.76702649328957,0.10280694156,0.11653561014,0.10280694156,0.11653561014,0.341,0.321,-89.71,0.3413737,0.3206347,-89.71,34.8968,4.0,-0.18,1.165,0.142,1.0,7.0,517,517,7_23,7_42,90063.38,145.5247,14.0192,0.0018,187.848,132.0,142.0,414.0,779.0,413.9286,779.2027,413.9286,779.2027,142.4776054598628,27.76690748353409,1.75,1.489,81.4,0.00429,0.00334,-88.65,413.9286,779.2027,142.4776054598628,27.76690748353409,0.56371364525,0.65245034277,0.56371364525,0.65245034277,0.811,0.748,77.34,0.8106582,0.7476612,77.34,23.3516,0.0,2.62,1.175,0.149,0.998,7.0,,,0.42932505167999624
7283,7283,7_338,7_427,267.227,6.565145,20.3384,0.0267,-1.43145E-5,6.0,6.0,384.0,774.0,384.348,773.9929,384.348,773.9929,142.48699173923632,27.768460987458926,0.567,0.4,-39.89,0.01394,0.00983,-39.89,384.348,773.9929,142.48699173923632,27.768460987458926,0.21510471137,0.13310148725,0.21510471137,0.13310148725,0.465,0.364,-5.45,0.4646067,0.363795,-5.45,41.9653,0.0,1.12,1.418,0.295,1.0,7.0,519,519,7_25,7_40,171.5678,17.61123,20.8195,0.1115,187.7995,5.0,6.0,384.0,774.0,384.4753,774.0011999999999,384.4753,774.0011999999999,142.4869512967791,27.768458274187477,0.777,0.499,-87.68,0.1085,0.06674,-89.86,384.4753,774.0011999999999,142.4869512967791,27.768458274187477,0.50433620141,0.56343182982,0.50433620141,0.56343182982,0.78,0.678,-56.66,0.7800809,0.6776738,-56.66,23.3517,0.0,2.37,1.558,0.358,0.6,7.0,,,0.1275702943478501
7289,7289,7_344,7_421,493741.5,282.198,12.1718,6.0E-4,-0.003324942,14.0,14.0,68.0,770.0,67.836,771.1862,67.836,771.1862,142.5876180413822,27.770149411761707,1.093,0.765,87.15,6.2E-4,4.4E-4,87.15,67.836,771.1862,142.5876180413822,27.770149411761707,0.48066546378,0.84418337627,0.48066546378,0.84418337627,0.919,0.693,-87.28,0.9192433,0.6927053,-87.28,32.6174,4.0,5.45,1.429,0.3,1.0,7.0,518,518,7_24,7_41,509771.5,309.7579,12.1371,7.0E-4,188.2068,274.0,290.0,68.0,771.0,67.906,771.6352999999999,67.906,771.6352999999999,142.5875971868377,27.770022934452424,1.982,1.711,76.15,0.00158,0.00144,73.01,67.906,771.6352999999999,142.5875971868377,27.770022934452424,0.96825681814,1.2655132577,0.96825681814,1.2655132577,1.126,0.983,85.51,1.125769,0.9830639,85.51,23.3693,4.0,6.94,1.158,0.137,0.983,7.0,,,0.4545226176989859
7306,7306,7_361,7_404,1985.639,17.89593,18.1608,0.0098,-3.866638E-5,41.0,41.0,2.0,761.0,2.1639,757.749,2.1639,757.749,142.608460708303,27.77410308085849,3.524,0.833,88.09,0.03176,0.00751,88.09,2.1639,757.749,142.608460708303,27.77410308085849,0.39192388796,4.1885341672,0.39192388796,4.1885341672,2.047,0.625,88.72,2.047052,0.6245276,88.72,58.8953,16.0,10.26,4.231,0.764,1.0,7.0,520,520,7_26,7_39,4455.999,66.84241,17.2832,0.0163,188.3141,69.0,79.0,1.0,759.0,1.2166,757.5078,1.2166,757.5078,142.60876123208874,27.7741734024446,4.396,1.119,87.7,0.08437,0.02223,88.03,1.2166,757.5078,142.60876123208874,27.7741734024446,2.0083684745,7.7886100923,2.0083684745,7.7886100923,2.792,1.415,88.34,2.791674,1.415463,88.34,23.3421,24.0,13.3,3.93,0.746,0.012,7.0,,,0.9775247976394377
7328,7328,7_383,7_383,12405.31,44.73094,16.1716,0.0039,-0.001280705,17.0,17.0,362.0,756.0,362.1451,755.8294,362.1451,755.8294,142.4939892894789,27.773634502167152,0.41,0.361,-87.36,0.00148,0.0013,-87.36,362.1451,755.8294,142.4939892894789,27.773634502167152,0.10118778968,0.10607756976,0.10118778968,0.10607756976,0.326,0.318,88.24,0.3257026,0.318093,88.24,33.6692,0.0,0.88,1.136,0.12,1.0,7.0,521,521,7_27,7_38,12372.85,71.12035,16.1744,0.0062,188.1069,55.0,65.0,362.0,756.0,362.2256,756.2426,362.2256,756.2426,142.49396508659953,27.773518072505745,1.56,1.36,77.39,0.01262,0.01068,77.08,362.2256,756.2426,142.49396508659953,27.773518072505745,0.54672228205,0.62782733966,0.54672228205,0.62782733966,0.796,0.736,76.23,0.7956207,0.7358922,76.23,23.3812,0.0,2.55,1.147,0.128,0.982,7.0,,,0.42096851426212034
7362,7362,7_417,7_349,812.9016,11.45047,19.1305,0.0153,9.530147E-5,5.0,5.0,159.0,750.0,159.12,749.9808,159.12,749.9808,142.55852356796316,27.775862312521777,0.343,0.323,72.79,0.00483,0.00455,72.79,159.12,749.9808,142.55852356796316,27.775862312521777,0.092492001486,0.092669477605,0.092492001486,0.092669477605,0.304,0.304,83.69,0.3044202,0.3041214,83.69,58.9413,0.0,0.0,1.06,0.056,1.0,7.0,523,523,7_29,7_36,671.5742,28.35827,19.3378,0.0459,187.5401,12.0,15.0,159.0,750.0,159.2009,750.2195,159.2009,750.2195,142.55849860763348,27.775794964893127,1.033,0.87,79.44,0.05583,0.04643,82.95,159.2009,750.2195,142.55849860763348,27.775794964893127,0.47123972238,0.54412085307,0.47123972238,0.54412085307,0.74,0.684,77.74,0.7400903,0.6838326,77.74,23.352,0.0,2.33,1.188,0.158,0.911,7.0,,,0.2520367036762602
7374,7374,7_429,7_337,5329.575,29.31909,17.0888,0.006,-3.500965E-6,5.0,5.0,446.0,743.0,446.1027,742.7105,446.1027,742.7105,142.4672519862469,27.777071924926577,0.454,0.305,85.43,0.0025,0.00168,85.43,446.1027,742.7105,142.4672519862469,27.777071924926577,0.094288090722,0.12520076011,0.094288090722,0.12520076011,0.354,0.307,89.61,0.3538392,0.3070613,89.61,40.843,0.0,0.96,1.488,0.328,1.0,7.0,524,524,7_30,7_35,5052.743,52.73405,17.1468,0.0113,188.068,37.0,43.0,446.0,743.0,446.1469,743.0514000000001,446.1469,743.0514000000001,142.46723910434704,27.776975931066037,1.407,1.241,75.41,0.01985,0.01703,69.65,446.1469,743.0514000000001,142.46723910434704,27.776975931066037,0.5345421751,0.60510431132,0.5345421751,0.60510431132,0.78,0.729,77.97,0.7800399,0.7288238,77.97,23.3868,0.0,2.29,1.134,0.118,0.975,7.0,,,0.343753472709763
7385,7385,7_440,7_326,3581.2,24.03358,17.5205,0.0073,-7.819794E-4,57.0,57.0,189.0,729.0,188.4802,729.5126,188.4802,729.5126,142.54912150754487,27.78153588131798,2.08,1.258,-41.43,0.01396,0.00844,-41.43,188.4802,729.5126,142.54912150754487,27.78153588131798,0.40803890004,0.39263525638,0.40803890004,0.39263525638,0.655,0.609,-37.36,0.6554027,0.6091974,-37.36,34.0599,0.0,2.04,1.654,0.395,0.984,7.0,525,525,7_31,7_34,3408.098,59.63903,17.5743,0.019,188.4164,57.0,65.0,188.0,730.0,188.5725,729.8197,188.5725,729.8197,142.5490931481724,27.78144926607792,1.885,1.726,-63.94,0.04075,0.03725,-67.55,188.5725,729.8197,142.5490931481724,27.78144926607792,1.5766263953,1.6649842245,1.5766263953,1.6649842245,1.297,1.249,-68.06,1.29696,1.248802,-68.06,23.4128,0.0,3.78,1.092,0.085,0.014,7.0,,,0.32067070337028547
7416,7416,7_471,7_295,350.5083,7.518883,20.0438,0.0233,-5.545608E-6,4.0,4.0,410.0,715.0,409.8141,714.99,409.8141,714.99,142.47869487313548,27.784976273036296,0.514,0.389,-89.05,0.01103,0.00834,-89.05,409.8141,714.99,142.47869487313548,27.784976273036296,0.13245723947,0.1435139302,0.13245723947,0.1435139302,0.379,0.364,-89.2,0.3788352,0.3639438,-89.2,46.589,0.0,1.17,1.322,0.243,1.0,7.0,526,526,7_32,7_33,248.678,20.16173,20.4165,0.088,188.0364,7.0,8.0,410.0,715.0,409.8249,714.9236,409.8249,714.9236,142.47869121300712,27.784994911902604,0.818,0.659,-50.86,0.08618,0.06805,-45.37,409.8249,714.9236,142.47869121300712,27.784994911902604,0.48589385967,0.65153085047,0.48589385967,0.65153085047,0.813,0.691,-77.18,0.8127592,0.6905413,-77.18,23.3796,0.0,2.28,1.24,0.194,0.594,7.0,,,0.06727257985246476
7417,7417,7_472,7_294,637.4885,10.14006,19.3944,0.0173,-8.964586E-6,3.0,3.0,445.0,713.0,444.8813,713.0433,444.8813,713.0433,142.46753843837968,27.78541789326465,0.434,0.353,4.62,0.0069,0.00561,4.62,444.8813,713.0433,142.46753843837968,27.78541789326465,0.091578074104,0.08622067387,0.091578074104,0.08622067387,0.303,0.294,0.26,0.3026189,0.2936334,0.26,44.0509,0.0,0.0,1.231,0.187,1.0,7.0,527,527,7_33,7_32,507.4655,25.03881,19.6421,0.0536,187.3685,9.0,12.0,445.0,713.0,444.9358,713.3424,444.9358,713.3424,142.4675221372816,27.785333623109643,0.982,0.763,83.28,0.06449,0.04709,88.62,444.9358,713.3424,142.4675221372816,27.785333623109643,0.40684028424,0.440309199,0.40684028424,0.440309199,0.688,0.612,54.92,0.6876582,0.6117808,54.92,23.3467,0.0,2.09,1.287,0.223,0.851,7.0,,,0.3040247687277597
7418,7418,7_473,7_293,238.1001,6.197036,20.4637,0.0283,2.982563E-5,9.0,9.0,311.0,713.0,311.5251,712.9268999999999,311.5251,712.9268999999999,142.5099406190022,27.78584734919017,0.739,0.587,-54.47,0.01924,0.01529,-54.46,311.5251,712.9268999999999,142.5099406190022,27.78584734919017,0.24685958341,0.29591026359,0.24685958341,0.29591026359,0.592,0.439,-54.07,0.591773,0.4388331,-54.07,49.0467,0.0,2.32,1.259,0.206,1.0,7.0,528,528,7_34,7_31,134.3216,16.05803,21.0852,0.1298,186.7067,5.0,5.0,311.0,713.0,311.4013,712.823,311.4013,712.823,142.5099796389231,27.7858769265942,0.754,0.447,-70.71,0.12683,0.07333,-71.54,311.4013,712.823,142.5099796389231,27.7858769265942,0.84973201863,0.9890210578,0.84973201863,0.9890210578,1.0,0.916,-74.56,1.000259,0.9155515,-74.56,23.3033,0.0,3.41,1.686,0.407,0.269,7.0,,,0.161621935392429
7422,7422,7_477,7_289,342.5732,7.433287,20.0687,0.0236,2.739166E-5,2.0,2.0,348.0,712.0,348.3146,712.0,348.3146,712.0,142.4982393892286,27.78600005451648,0.547,0.289,0.0,0.01186,0.00626,0.0,348.3146,712.0,142.4982393892286,27.78600005451648,0.12358172131,0.0833333,0.12358172131,0.0833333,0.352,0.289,0.0,0.3515419,0.2886751,0.0,50.4964,0.0,0.93,1.894,0.472,1.0,7.0,529,529,7_35,7_30,232.4976,19.17179,20.4895,0.0896,187.2897,6.0,7.0,348.0,712.0,348.3017,712.0291,348.3017,712.0291,142.49824358876512,27.78599190980589,0.717,0.665,77.57,0.07911,0.07325,88.82,348.3017,712.0291,142.49824358876512,27.78599190980589,0.47150431534,0.4003825583,0.47150431534,0.4003825583,0.704,0.614,26.58,0.703734,0.6137144,26.58,23.3405,0.0,2.06,1.079,0.073,0.611,7.0,,,0.03183111685125699
7432,7432,7_487,7_279,2787.258,21.20278,17.7926,0.0083,4.109742E-4,4.0,4.0,406.0,700.0,405.6753,700.1647,405.6753,700.1647,142.47996037372553,27.78915746567244,0.47,0.369,7.95,0.00358,0.0028,7.95,405.6753,700.1647,142.47996037372553,27.78915746567244,0.17893679135,0.11972586166,0.17893679135,0.11972586166,0.423,0.346,1.18,0.423039,0.3459778,1.18,99.0,0.0,0.95,1.275,0.216,1.0,7.0,530,530,7_36,7_29,2621.31,44.50655,17.8593,0.0184,188.4422,30.0,34.0,406.0,700.0,405.714,700.5217,405.714,700.5217,142.47994928362647,27.789056963860155,1.345,1.172,78.65,0.03015,0.02571,76.33,405.714,700.5217,142.47994928362647,27.789056963860155,0.52606145287,0.58658823058,0.52606145287,0.58658823058,0.769,0.722,74.97,0.7689525,0.7220538,74.97,23.4123,0.0,2.24,1.147,0.128,0.925,7.0,,,0.3590914785956075
7451,7451,7_506,7_260,279.8621,6.71856,20.2882,0.0261,-6.74305E-5,5.0,5.0,389.0,688.0,389.8652,687.8636,389.8652,687.8636,142.48494580120203,27.79266374015945,0.789,0.51,-44.96,0.01894,0.01225,-44.96,389.8652,687.8636,142.48494580120203,27.79266374015945,0.28228908728,0.23763476172,0.28228908728,0.23763476172,0.549,0.468,-28.6,0.5487905,0.4677102,-28.6,36.7751,0.0,3.38,1.546,0.353,1.0,7.0,532,532,7_38,7_27,159.3303,17.39756,20.8998,0.1186,187.7353,5.0,6.0,390.0,688.0,389.8202,688.1401,389.8202,688.1401,142.48496104842968,27.792586125027107,0.743,0.573,-47.98,0.10485,0.07773,-45.22,389.8202,688.1401,142.48496104842968,27.792586125027107,0.64618928844,0.72193088461,0.64618928844,0.72193088461,0.853,0.8,-74.55,0.853345,0.7999516,-74.55,23.3707,0.0,3.35,1.298,0.23,0.518,7.0,,,0.2801379124645025
7461,7461,7_516,7_250,551.4239,9.430765,19.5519,0.0186,2.8815E-5,11.0,11.0,295.0,684.0,294.4568,683.6524,294.4568,683.6524,142.51527093642778,27.79412883619617,0.807,0.524,-18.15,0.01381,0.00897,-18.15,294.4568,683.6524,142.51527093642778,27.79412883619617,0.27425983606,0.24233294633,0.27425983606,0.24233294633,0.524,0.492,-7.01,0.5241665,0.4917746,-7.01,50.6488,0.0,1.83,1.54,0.351,1.0,7.0,533,533,7_39,7_26,466.2863,28.82132,19.7339,0.0671,187.296,12.0,16.0,295.0,684.0,294.4993,683.9382,294.4993,683.9382,142.51525836911452,27.79404834801276,1.096,0.949,-87.51,0.08104,0.06638,-89.87,294.4993,683.9382,142.51525836911452,27.79404834801276,1.0357323554,1.0081448915,1.0357323554,1.0081448915,1.022,1.0,-25.67,1.021771,0.9999306,-25.67,23.3436,0.0,3.14,1.155,0.135,0.057,7.0,,,0.28894271058475157
7477,7477,7_532,7_234,305.6216,7.020955,20.1926,0.0249,4.279726E-5,10.0,10.0,260.0,677.0,259.1737,676.807,259.1737,676.807,142.52646877938014,27.796155610538587,0.967,0.525,23.22,0.02222,0.01207,23.22,259.1737,676.807,142.52646877938014,27.796155610538587,0.53941549549,0.28209889247,0.53941549549,0.28209889247,0.771,0.477,22.69,0.7706722,0.4770522,22.69,52.555,0.0,3.11,1.841,0.457,1.0,7.0,534,534,7_40,7_25,211.1729,20.21311,20.594,0.104,187.3573,6.0,8.0,259.0,677.0,259.1223,676.8701,259.1223,676.8701,142.52648533308349,27.79613801496675,0.845,0.663,43.01,0.10515,0.08309,44.87,259.1223,676.8701,142.52648533308349,27.79613801496675,0.93430624408,0.81205509749,0.93430624408,0.81205509749,0.989,0.876,27.22,0.989079,0.876404,27.22,23.3501,0.0,4.05,1.274,0.215,0.079,7.0,,,0.08138531808622144
7502,7502,7_557,7_209,805.1293,11.39559,19.1409,0.0154,-1.394228E-5,4.0,4.0,433.0,656.0,432.7138,656.3697,432.7138,656.3697,142.47121291868064,27.80139079999899,0.484,0.451,78.52,0.00685,0.00638,78.52,432.7138,656.3697,142.47121291868064,27.80139079999899,0.11522734244,0.17228711707,0.11522734244,0.17228711707,0.415,0.339,87.5,0.4152057,0.3392915,87.5,48.9944,0.0,0.95,1.074,0.069,1.0,7.0,536,536,7_42,7_23,651.9868,28.9012,19.37,0.0481,188.182,13.0,16.0,433.0,656.0,432.6201,656.5198,432.6201,656.5198,142.47124322992067,27.801348876856647,1.003,0.977,57.48,0.05321,0.05291,22.07,432.6201,656.5198,142.47124322992067,27.801348876856647,0.57861918281,0.61810484562,0.57861918281,0.61810484562,0.791,0.755,67.57,0.7913383,0.7553197,67.57,23.4067,0.0,2.38,1.027,0.026,0.862,7.0,,,0.17694547182683742
7510,7510,7_565,7_201,402.2825,8.055078,19.8942,0.0217,5.357252E-5,8.0,8.0,211.0,651.0,210.9649,650.7357,210.9649,650.7357,142.5417155949457,27.80362409420861,0.719,0.571,-15.21,0.0144,0.01143,-15.21,210.9649,650.7357,142.5417155949457,27.80362409420861,0.25610976852,0.1759499238,0.25610976852,0.1759499238,0.523,0.398,-22.99,0.5231723,0.3979328,-22.99,59.537,0.0,3.29,1.26,0.206,1.0,7.0,537,537,7_43,7_22,270.5046,22.5322,20.3251,0.0905,188.1627,9.0,10.0,211.0,651.0,210.9808,650.8222000000001,210.9808,650.8222000000001,142.5417108192748,27.803599726261183,0.903,0.763,-89.55,0.08753,0.06954,-89.91,210.9808,650.8222000000001,142.5417108192748,27.803599726261183,0.83493393622,0.86202113776,0.83493393622,0.86202113776,0.93,0.912,72.13,0.9301423,0.9120254,72.13,23.4038,0.0,2.58,1.183,0.155,0.645,7.0,,,0.08794918987699339
7519,7519,7_574,7_192,1431.583,15.19541,18.516,0.0115,-8.79032E-6,4.0,4.0,414.0,643.0,414.2914,643.1101,414.2914,643.1101,142.47702598261532,27.805174756380158,0.455,0.312,3.72,0.00483,0.00331,3.72,414.2914,643.1101,142.47702598261532,27.805174756380158,0.1239705697,0.09301018821,0.1239705697,0.09301018821,0.352,0.305,0.2,0.3520951,0.3049751,0.2,52.0531,0.0,0.89,1.457,0.314,1.0,7.0,538,538,7_44,7_21,1268.941,35.49585,18.647,0.0304,187.5217,19.0,23.0,414.0,643.0,414.369,643.4206,414.369,643.4206,142.47700236528948,27.805087214643304,1.141,1.068,78.76,0.04104,0.03786,78.66,414.369,643.4206,142.47700236528948,27.805087214643304,0.48692893602,0.4968410098,0.48692893602,0.4968410098,0.705,0.698,-89.44,0.7048702,0.6978022,-89.44,23.3593,0.0,2.07,1.068,0.064,0.952,7.0,,,0.3200500117169693
7537,7537,7_592,7_174,2077.56,18.30548,18.1117,0.0096,-4.479922E-6,4.0,4.0,89.0,630.0,89.2087,630.1185,89.2087,630.1185,142.58037722445013,27.80975931373901,0.406,0.323,1.35,0.00358,0.00285,1.35,89.2087,630.1185,142.58037722445013,27.80975931373901,0.10130794445,0.09137263744,0.10130794445,0.09137263744,0.318,0.302,-0.09,0.3182891,0.302279,-0.09,66.4435,0.0,0.87,1.258,0.205,1.0,7.0,539,539,7_45,7_20,1843.724,39.56397,18.2413,0.0233,188.2579,25.0,27.0,89.0,630.0,89.1916,630.4279,89.1916,630.4279,142.58038364066817,27.80967236011932,1.245,1.075,85.9,0.0341,0.02823,79.57,89.1916,630.4279,142.58038364066817,27.80967236011932,0.45423047183,0.50946203459,0.45423047183,0.50946203459,0.714,0.673,83.47,0.7142798,0.6734218,83.47,23.3946,0.0,2.14,1.159,0.137,0.972,7.0,,,0.3098721833272374
7539,7539,7_594,7_172,553.3675,9.447371,19.548,0.0185,0.003163126,3.0,3.0,408.0,629.0,408.4371,628.9969,408.4371,628.9969,142.4788395861847,27.809160775555675,0.574,0.294,-0.42,0.0098,0.00502,-0.42,408.4371,628.9969,142.4788395861847,27.809160775555675,0.22301159352,0.083492060679,0.22301159352,0.083492060679,0.472,0.289,-0.05,0.4722412,0.2889497,-0.05,99.0,0.0,0.94,1.952,0.488,1.0,7.0,540,540,7_46,7_19,421.1628,23.96169,19.8444,0.0618,187.2964,9.0,11.0,408.0,629.0,408.4303,629.0712,408.4303,629.0712,142.47884200226747,27.809139903912723,0.946,0.732,16.03,0.0721,0.05127,14.94,408.4303,629.0712,142.47884200226747,27.809139903912723,0.44938983477,0.42239294408,0.44938983477,0.42239294408,0.675,0.645,23.58,0.6750873,0.6450115,23.58,23.3442,0.0,2.14,1.291,0.226,0.802,7.0,,,0.07461052204615015
7545,7545,7_600,7_166,1507.806,15.5947,18.4597,0.0112,-8.456575E-5,4.0,4.0,465.0,623.0,465.1661,623.2090000000001,465.1661,623.2090000000001,142.46077858788593,27.81061660655851,0.42,0.358,61.92,0.00434,0.0037,61.92,465.1661,623.2090000000001,142.46077858788593,27.81061660655851,0.10069135257,0.10828005958,0.10069135257,0.10828005958,0.329,0.317,86.7,0.3290977,0.3172792,86.7,46.5051,0.0,0.8,1.173,0.148,1.0,7.0,541,541,7_47,7_18,1343.335,36.16421,18.5851,0.0292,187.9122,19.0,24.0,465.0,623.0,465.1824,623.5186,465.1824,623.5186,142.4607744746084,27.810529502384934,1.195,1.055,-75.82,0.04223,0.03441,-70.71,465.1824,623.5186,142.4607744746084,27.810529502384934,0.49190177496,0.54097621144,0.49190177496,0.54097621144,0.739,0.698,73.37,0.7387735,0.6979195,73.37,23.391,0.0,2.04,1.132,0.117,0.926,7.0,,,0.31002878898572955
7556,7556,7_611,7_155,17687.71,53.41214,15.7864,0.0033,2.689598E-5,5.0,5.0,347.0,617.0,347.0399,616.7785,347.0399,616.7785,142.498324740346,27.81277911697208,0.415,0.228,88.87,0.00125,6.9E-4,88.87,347.0399,616.7785,142.498324740346,27.81277911697208,0.087117886464,0.10285028294,0.087117886464,0.10285028294,0.321,0.295,89.92,0.3207029,0.2951573,89.92,53.7429,0.0,0.9,1.819,0.45,1.0,7.0,542,542,7_48,7_17,17664.75,79.07109,15.7878,0.0049,187.7254,66.0,73.0,347.0,617.0,347.1037,617.1941,347.1037,617.1941,142.49830584706618,27.81266206840304,1.572,1.376,75.5,0.00989,0.00862,74.52,347.1037,617.1941,142.49830584706618,27.81266206840304,0.54795972911,0.64111283866,0.54795972911,0.64111283866,0.803,0.738,79.43,0.8027931,0.7379673,79.43,23.3798,0.0,2.48,1.142,0.125,0.981,7.0,,,0.42046854816981905
